Label,Color,Marker,Size,Width,Style,Alpha,La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
IAB,grey,o,10,1,-,0.6,7.43,18,0,11.9,3.05,1.06,3.37,0,3.45,0,2.1,0,2.04,0.309,0,0,0,0,0,0,0,0,13.3,383,0,0,0,0,0.611,157,2.25,0,0,0,0
IAB,grey,o,10,1,-,0.6,1.5,4.55,0.72,4.91,2.02,0.75,2.46,0,2.75,0,1.49,0,1.38,0,0,0,0,0,19,0,0,0,1.4,217,17,41,3,0,0,121,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,2.07,6.37,0,6.2,2.3,0.831,3.17,0,3.72,0,2.39,0,2.16,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,0,0,30,480,28,186,10,0,0,280,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,67,0,41,168,95,0,11.9,433,23.4,87.1,0,0,0,215,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,94,0,24,107,81,0,0,161,13,19.3,0,0,0,67,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,1.49,4.78,0.81,4.78,1.75,0.755,2.4,0.44,2.86,0.65,1.86,0,1.83,0.28,48.9,451,40,43,14.3,111,90,17.6,2.61,242,18.1,33.4,0.28,0,0.21,104,0.94,0.04,2.2,0.12,0.089
IAB,grey,o,10,1,-,0.6,1.31,4.6,0.75,4.25,1.51,0.76,2.06,0.43,2.79,0.64,1.74,0.27,1.89,0.28,0,0,0,0,0,0,0,0,2.99,279,16.7,27.6,0.23,0,0.22,109,0.91,0.021,1.42,0.13,0.0691
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,377,34,47,0,142,92,0,8,259,26,55,0,0,0,147,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,11.1,30.4,0,0,4.6,1.51,0,0.9,0,0,0,0,2.8,0.47,43.5,0,690,45.7,0,0,0,0,0,0,0,0,0,0,0,401,0.9,0,0,2.24,0.52
IAB,grey,o,10,1,-,0.6,0.75,2.57,0.43,2.58,1.03,0.438,1.48,0.27,1.8,0.42,1.2,0,1.21,0.18,40.8,364,30,42,16.8,161,76,16.7,1.89,180,11.3,19.1,0.19,0,0.28,86,0.58,0.027,2.32,0.099,0.052
IAB,grey,o,10,1,-,0.6,5.21,13.57,2.07,9.69,2.67,0.94,2.87,0.5,3.03,0.63,1.79,0.29,1.75,0.28,0,0,0,0,0,0,0,0,9.5,449,18.8,58.4,1.43,0,0,150,1.65,0.09,3.38,0.5,0.2
IAB,grey,o,10,1,-,0.6,0,4,0,13,0,0,0,0,0,0,0,0,0,0,42,489,28,0,13,289,85,14,5,194,19,42,0,0,0,104,0,0,3,0,0
IAB,grey,o,10,1,-,0.6,2.5,7.5,0,0,2.6,0.8,0,0.54,0,0,0,0,3.33,0.43,52.6,0,69,40.4,25,0,0,0,5.3,0,0,87,0,0,0.83,220,1.57,0.04,0,0.32,0.15
IAB,grey,o,10,1,-,0.6,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,189,0,100,0,0,0,64,563,24,101,2.9,0,0,508,0,0,7,4.3,0
IAB,grey,o,10,1,-,0.6,2,0,0,0,0,0.82,0,0.52,0,0,0,0,0,0,51,0,72,38.4,11,0,0,0,4.4,186,0,74,0,0,0.76,175,1.32,0.03,0,0.26,0.12
IAB,grey,o,10,1,-,0.6,0.93,0,0,0,0,0.39,0,0.29,0,0,0,0,0,0,50.4,0,98,36.1,14.2,0,0,0,0,174,0,0,0,0,0.28,79,0.81,0.017,0,0.05,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3.4,192,13.9,27,0.2,0,0,107,0,0,1.16,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.6,160,13,27,0,0,0,111,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,2.5,0,0,0,0,0.8,0,0.51,0,0,0,0,0,0,51.7,0,82,39.5,18,0,0,0,6.1,0,0,62,0,0,0.78,200,1.65,0.045,0,0.33,0.18
IAB,grey,o,10,1,-,0.6,0.98,3.11,0.55,3.243,1.25,0.528,1.74,0.34,2.21,0.51,1.43,0,1.47,0.23,39.2,395,18,41,16.3,160,72,17.5,2.03,183,14.1,22.5,0.23,0,0.18,37,0.7,0.063,1.41,0.088,0.067
IAB,grey,o,10,1,-,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,21,0,11,0,0,0,2,183,14,19,0,0,0,75,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,3.3,9.69,0,7.82,2.42,0.94,0,0.65,0,0,0,0,2.01,0.34,39,388,17,0,19,47,109,17,8,220,21,37,1,0,0,115,1.25,0.49,3,0.4,0.2
IAB,grey,o,10,1,-,0.6,3.2,7.8,0,6.4,2.16,0.85,0,0.51,0,0,0,0,2.1,0.33,40,363,15,34,16,57,101,18,9.8,222,21,39,0.32,0,0.53,134,1.22,0.02,3,0.496,0.191
IAB,grey,o,10,1,-,0.6,7.6,6.19,0,4.27,1.25,0.47,0,0.43,0,0,0,0,1.61,0.18,44,297,151,0,54,121,66,15,2,193,11,18,1,0,0,47,0.62,0.14,2,0.84,0.46
IAB,grey,o,10,1,-,0.6,1.05,3.48,0.536,3.09,1.12,0.417,1.401,0.24,1.58,0.33,1,0.137,0.971,0.147,46.1,280,159,50.4,56.2,107,59.4,15.7,2.83,203,9.62,16.6,0.22,0,0.13,49.1,0.53,0.017,0.907,0.139,0.061
IAB,grey,o,10,1,-,0.6,3.18,7.56,1.16,6.39,1.73,0.65,2.03,0.34,2.16,0.43,1.29,0.2,1.3,0.2,38,284,65,35,26,147,58,15,6,266,13,2,10,0,0.28,107,0.84,0.019,1,0.467,0.169
IAB,grey,o,10,1,-,0.6,3.49,8.83,1.42,7.12,2.05,0.75,2.37,0.4,2.47,0.53,1.45,0.22,1.45,0.23,43.25,343.22,51.59,46.97,34.72,188.13,81.47,16,8.22,209.5,14.99,33.8,0.81,0.45,0.37,109.7,1.17,0.12,2.22,0.42,0.16
IAB,grey,o,10,1,-,0.6,1.22,3.63,0.67,3.65,1.41,0.54,1.99,0.38,2.71,0.6,1.86,0.27,1.82,0.28,47.8,0,107,46.1,42.4,133,78.3,0,3.47,132,15.1,26.7,0.25,0,0.21,69.9,1.04,0.03,1.42,0.17,0.08
IAB,grey,o,10,1,-,0.6,2.3,4.3,0,4.2,1.41,0.58,2.08,0.39,2.36,0,1.43,0,1.58,0.23,45,309,143,35,44,92,81,13,2.6,158,14,33,0.25,0,0.26,87,0.94,0.02,2,0.197,0.075
IAB,grey,o,10,1,-,0.6,3.8,7.84,0,5.28,2.09,0.78,0,0.49,0,0,0,0,2.5,0.37,37,275,25,0,28,130,88,16,4,173,24,32,1,0,0,105,0.93,0.38,2,0.53,0.24
IAB,grey,o,10,1,-,0.6,2.26,6.45,1.07,5.53,1.81,0.689,2.36,0.403,2.68,0.577,1.75,0.242,1.67,0.263,34.8,329,24.3,42.3,20.5,97.8,84.8,19,4.83,205,15.6,27.5,0.37,0,0.35,86,0.95,0.024,1.69,0.245,0.12
IAB,grey,o,10,1,-,0.6,1.37,4.59,0.792,4.37,1.63,0.619,2.19,0.38,2.6,0.564,1.64,0.232,1.63,0.238,48.4,316,106,51.6,40.3,153,88.6,16,1.11,160,15.3,28.8,0.31,0,0.032,31.5,0.974,0.025,1.75,0.167,0.076
IAB,grey,o,10,1,-,0.6,9.6,19.5,0,12.6,3.8,1.06,0,0.59,0,0,0,0,1.29,0.22,44,306,667,48,210,118,94,14,22.4,469,18,59,7.7,1.9,0,236,1.07,0,3,0,0
IAB,grey,o,10,1,-,0.6,13,26,0,24,0,0,0,0,0,0,0,0,0,0,28,348,13,27,8,0,0,0,41.4,676,23,86,5,0,0,396,0,0,0,1,0
IAB,grey,o,10,1,-,0.6,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,99,0,41.5,733,20.8,91,4.21,0.8,1.3,372,0,0,4.4,2.5,0
IAB,grey,o,10,1,-,0.6,8.87,20.4,0,12,3.37,1.04,0,0.53,0,0,0,0,1.76,0.265,39.6,324,1092,46.1,203,0,0,0,15,198,19,56,2.5,0,0.2,162,1.88,0.14,0,1.36,0.4
IAB,grey,o,10,1,-,0.6,8.78,20.09,0,3.7,13.7,1.41,0,0.9,0,0,0,0,3.14,0.38,0,199,45,0,14,0,63,0,7.2,366.3,24,122,3,0,0,96,2.85,0.17,2.4,0.82,0.48
IAB,grey,o,10,1,-,0.6,10.34,23.8,0,3.7,14.5,1.08,0,0.72,0,0,0,0,3.29,0.4,0,194,376,0,129,0,65,0,23.5,292.2,23,121,4.4,0,0,151,2.85,0.25,3.6,1.86,0.88
IAB,grey,o,10,1,-,0.6,12.1,28.3,3.11,15.4,4.12,1.28,4.28,0.71,4.46,0.92,2.85,0.38,2.83,0.43,0,0,0,0,0,0,0,0,23.6,313,27,138,5.07,0,1.03,195,3.15,0.28,0,2.15,0.64
IAB,grey,o,10,1,-,0.6,10.47,19.96,0,3.7,14.5,1.07,0,0.47,0,0,0,0,2.58,0.35,0,225,135,0,43.1,0,65,0,18.9,325.1,24,102,3.8,0,0,263,2.05,0.16,4.5,2.02,0.67
IAB,grey,o,10,1,-,0.6,7.57,16.74,0,2.8,11.1,1.07,0,0.62,0,0,0,0,2.57,0.29,0,227,351,0,132,0,61,0,9.5,318.1,19,86,3.6,0,0,113,1.94,0.14,2.5,1.29,0.24
IAB,grey,o,10,1,-,0.6,12.73,28.21,0,3.9,16.2,1.48,0,0.67,0,0,0,0,3.22,0.39,0,194,192,0,94,0,61,0,21.3,327.2,24,143,5.8,0,0,190,2.97,0.42,3.3,1.56,0.68
IAB,grey,o,10,1,-,0.6,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,210,502,0,153,0,0,0,20,383,30,123,7.5,0,0,179,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,11.58,23.9,0,0,4.74,1.6,0,1.03,0,0,0,0,3.83,0.43,0,227,251,0,98,0,67,0,12,350,26,126,1.7,0,0,143,3.08,0.14,2.8,0.97,0.29
IAB,grey,o,10,1,-,0.6,8.81,20.26,0,4.1,14.6,1.41,0,0.9,0,0,0,0,3.93,0.52,0,299,26,0,11,0,88,0,5.9,333.7,26,120,4.3,0,0,119,2.7,0.27,4.3,0.71,0.27
IAB,grey,o,10,1,-,0.6,13.75,30.42,0,4.7,19.7,1.55,0,1.04,0,0,0,0,3.23,0.45,0,197,210,0,78,0,73,0,18.8,353.5,25,161,5.5,0,0,169,3.14,0.38,3.6,1.73,0.51
IAB,grey,o,10,1,-,0.6,9.55,18.54,0,3,12.4,0.95,0,0.47,0,0,0,0,2.2,0.41,0,270,9.5,0,13,0,72,0,21.7,380.9,19,71,2.5,0,0,225,1.92,0.07,4.4,1.96,3.13
IAB,grey,o,10,1,-,0.6,7.7,25.5,0,0,4.3,1.36,0,0.77,0,0,0,0,2.5,0.34,34.2,0,8.7,29.5,0,0,0,0,0,0,0,0,0,0,0,171,1.6,0,0,1.74,0.39
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,50,80,0,11,400,0,0,0,0,0,134,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,70,28,17,78,88,0,10,320,0,0,0,0,0,140,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,361,37,33,18,0,0,0,2.2,283,16.8,31,1,0,0,92,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,1.9,8.6,0,7.1,2.6,1.03,0,0.74,0,0,0,0,2.73,0.49,38,357,7,26,5,55,107,16,2.6,129,29,32,0.9,1.4,0,24,0.87,0,1.2,0,0
IAB,grey,o,10,1,-,0.6,1.1,2.9,0,2.6,0.9,0.34,0,0.25,0,0,0,0,1.55,0.24,43,323,140,41,49,42,100,15,1.1,184,13,20,0.9,1.1,0,42,0.55,0,3.4,0,0
IAB,grey,o,10,1,-,0.6,1.4,4.7,0,4.1,1.5,0.66,0,0.45,0,0,0,0,1.81,0.28,38,309,60,25,18,83,119,16,1.3,240,18,29,1,1.2,0,72,0.77,0,4.1,0,0
IAB,grey,o,10,1,-,0.6,5.9,14.2,0,11.1,3.3,1.14,0,0.83,0,0,0,0,3.51,0.55,40,389,18,33,4,95,115,19,10.4,333,33,73,2,1.7,1,157,2.28,0,5.1,0.63,0
IAB,grey,o,10,1,-,0.6,7.5,21,0,13.2,3.6,1.2,0,0.57,0,0,0,0,1.66,0.26,32,390,9,33,9,183,100,21,11.5,765,19,33,2.3,1.3,0,249,1.02,0,2.4,0.78,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.5,0,54.7,0,0,0,13.4,409.5,23.6,172.5,3,0,0,128,0,0,2.4,2.1,0
IAB,grey,o,10,1,-,0.6,8.9,25.1,0,0,3.8,1.27,0,0.8,0,0,0,0,2.4,0.35,23.5,0,116,28.4,0,0,0,0,0,0,0,0,0,0,0,255,2.3,0,0,1.2,0.31
IAB,grey,o,10,1,-,0.6,13.1,32.2,4.18,4.33,18,1.55,4.64,0.827,5.02,1.07,2.86,0.434,3.08,0.436,0,0,0,0,0,0,0,0,3.54,458,26.2,122,4.19,0,0.586,148,2.76,0,13.6,1.71,0.473
IAB,grey,o,10,1,-,0.6,13.3,36.5,0,0,4.6,1.39,0,0.73,0,0,0,0,2.4,0.37,24.5,0,144,29,0,0,0,0,0,0,0,0,0,0,0,235,2.6,0,0,2.55,0.66
IAB,grey,o,10,1,-,0.6,0,0,0,14.2,4.1,0,0,0,0,0,0,0,0,0,0,208.4,206,0,99.3,0,0,0,18.8,557,24.6,138,6.8,0,0,205,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,7.9,18.2,0,11.9,3.2,0.97,0,0.57,0,0,0,0,2.15,0.37,32,403,15,31,13,142,140,22,31.6,336,24,75,1.5,1.3,1.4,280,1.78,0,3.5,1.02,0
IAB,grey,o,10,1,-,0.6,12.9,27.1,0,12.4,2.9,0.95,0,0.47,0,0,0,0,1.5,0.23,21,265,100,31,54,176,80,15,23,357,31,160,3.9,1.3,2.4,497,1.38,0,6,1.36,0
IAB,grey,o,10,1,-,0.6,0,0,0,18.9,4.6,0,0,0,0,0,0,0,0,0,0,220.3,233,0,111.3,0,0,0,35.1,410,26.7,109,3.9,0,0,277,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,215,201,0,86.6,0,0,0,34.9,517,20.2,104,4.9,0,0,382,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,6.8,2.4,0,0,0,0,0,0,0,0,0,0,217,316,0,174.7,0,0,0,23.3,227,19.8,80,2.7,0,0,169,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,10.5,3.3,0,0,0,0,0,0,0,0,0,0,259.3,447,0,158.7,0,0,0,22.7,350,15.8,82,2.4,0,0,130,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,8.9,3,0,0,0,0,0,0,0,0,0,0,192.8,88,0,36.5,0,0,0,11.9,474,18.6,78,2.6,0,0,783,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,2.65,6.65,1.02,5.4,1.69,0.71,2.11,0.42,2.92,0.59,1.75,0.25,1.77,0.26,0,0,670,0,227,0,0,0,2,77,18,46,3.8,0,0,35,1.06,0,0,0.25,0.08
IAB,grey,o,10,1,-,0.6,3.06,8.24,0,6.31,2.03,0.77,0,0,3.22,0,1.97,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0.93,0.14
IAB,grey,o,10,1,-,0.6,2.498,6.61,1.047,5.265,1.814,0.673,2.386,0.436,3.004,0.632,1.787,0.272,1.811,0.271,48.4,327,381,0,113,0,0,14.4,1.768,252.149,16.353,45.166,3.335,0,0,16.569,1.349,0.315,0.147,0.165,0.057
IAB,grey,o,10,1,-,0.6,3.44,8.59,0,6.6,1.98,0.76,2.78,0,3.14,0.69,2.08,0,2.07,0.32,51.8,372,307,0,111,0,0,14.9,2.3,403,23.7,59,4.6,0,0,22,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,1.8,4.98,0,4.51,1.55,0.63,2.28,0.41,0,0,0,0.27,1.62,0.28,48.8,300,400,0,121,0,0,11,46.8,194,18.6,42,3.1,0,0,185,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,3.21,8.65,1.35,6.56,2.173,0.83,3.07,0.57,3.56,0.79,2.25,0.36,2.3,0.36,46.52,389,211,46,85,154,77,16,0.74,803.81,23.29,60.48,4.58,0,0.01,21.47,1.61,0.34,0.25,0.27,0.09
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,36,0,0,0,16,310,0,44,0,0,0,105,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,11.1,23,0,14.4,3.36,1.12,0,0.59,0,0,0,0,1.79,0.28,25,0,519,44.3,226,0,71,0,15,357,18,84,7,0,0.6,173,2.19,0.47,0,2.638,1.185
IAB,grey,o,10,1,-,0.6,0,15.3,0,9.7,2.7,1.02,3.29,0,3.15,0,1.88,0,1.69,0,0,0,0,0,485,62,81,0,7,327,17,62,7,0,0,108,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,23.6,0,13.6,3.24,1.15,3.64,0,3.24,0,1.74,0,1.7,0,0,0,0,0,495,97,80,0,12,484,18,73,8,0,0,192,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,285,0,129,0,0,0,23,738,0,96,0,0,0,398,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,17,593,18,77,0,0,0,189,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,8,304,16,56,0,0,0,127,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,16,264,18,70,0,0,0,136,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,18.4,40.6,0,23.52,4.919,1.49,4.42,0,3.64,0,1.968,0,1.797,0.263,40,308,108,0,55,191,59,0,13.9,1396,20.8,60,1.99,0,0,336,0,0,0.97,5,1.59
IAB,grey,o,10,1,-,0.6,14.56,28.9,0,15.94,3.822,1.268,4.1,0,3.9,0,2.27,0,2.122,0.315,20.7,261,32,0,35,83,83,0,12.1,500,23.4,84.7,6.24,0,0,256,0,0,6.6,4,1.43
IAB,grey,o,10,1,-,0.6,11.32,25.1,0,15.57,3.833,1.225,3.88,0,3.59,0,2.025,0,1.82,0.261,37,274,435,0,166,109,68,16,13.1,586,20.7,73.3,6.66,0,0,216,0,0,2.5,2.9,1.45
IAB,grey,o,10,1,-,0.6,11.76,24.8,0,15.9,3.914,1.257,4.08,0,3.67,0,2.053,0,1.841,0.269,40,297,469,0,183,141,79,17,12.3,589,21.9,73,6.29,0,0,205,0,0,3,2.7,1.42
IAB,grey,o,10,1,-,0.6,13.7,29.5,0,18.3,0,0,0,0,0,0,0,0,0,0,37,289,467,0,176,109,72,16,10.3,586,20.7,77.7,7.36,0,0,262,0,0,3.2,3.4,0
IAB,grey,o,10,1,-,0.6,17.98,40,0,23.28,5.098,1.558,4.66,0,3.83,0,2.028,0,1.779,0.249,36,313,108,0,55,88,64,0,18.8,1233,21.4,66.1,3.96,0,0,345,0,0,3.4,6,2.98
IAB,grey,o,10,1,-,0.6,16.7,37.1,5,22.1,4.7,1.5,4.2,0.6,3.4,0.7,1.7,0.3,1.6,0.2,0,324,121,42,64,75,70,17,17,1216,21,76.5,4.3,0,0.8,277,2,0.2,2,4.5,2.6
IAB,grey,o,10,1,-,0.6,20.9,32.8,0,21.65,4.682,1.471,4.84,0,4.18,0,2.46,0,2.26,0.341,26.5,251,98,0,44,46,83,0,22,645,28,96.9,6.2,0,0,323,0,0,4,6,2.11
IAB,grey,o,10,1,-,0.6,8.87,20.4,0,14.7,3.638,1.19,3.82,0,3.46,0,1.984,0,1.78,0.259,44,334,75,0,45,145,74,0,5.6,1022,20.8,45.8,3,0,0,253,0,0,1.4,2,0.701
IAB,grey,o,10,1,-,0.6,0,40.2,0,20,4.54,1.55,4.57,0,3.55,0,1.88,0,1.65,0,0,0,0,0,277,11,88,0,5,596,30,109,12,0,0,299,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,26.2,52.3,0,27.42,5.413,1.614,4.79,0,3.85,0,2.075,0,1.884,0.28,35,309,146,0,62,75,70,0,9.4,1432,21.8,74,4.5,0,0,353,0,0,1.41,6,2.11
IAB,grey,o,10,1,-,0.6,18.9,39.7,0,23.5,5.156,1.612,4.92,0,4.09,0,2.279,0,2.071,0.303,24.3,342,11,0,33,148,70,0,16.5,1237,25,80.4,5.74,0,0,411,0,0,1.8,6,1.72
IAB,grey,o,10,1,-,0.6,13.26,25.2,0,13.47,3.125,1.036,3.19,0,3,0,1.748,0,1.643,0.243,37,166,293,0,123,34,80,17,19.2,552,17.7,66.4,4.22,0,0,278,0,0,3.5,4,1.12
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,84,76,0,12,396,18,68,2,0,0,177,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,119,75,0,29,749,21,170,13,0,0,538,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,96,80,0,12,484,18,73,8,0,0,192,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,96,74,0,7,402,20,65,7,0,0,135,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,8.65,0,0,0,2.82,0.943,0,0,0,0,0,0,1.628,0,0,0,0,0,0,0,0,0,0,0,0,55.3,3.57,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,21.6,41.8,0,25.12,5.27,1.604,5.02,0,4.2,0,2.14,0,1.823,0.267,36,308,71,0,52,150,61,0,12.2,1145,24.5,72.8,3.77,0,0,434,0,0,1.11,5,2.49
IAB,grey,o,10,1,-,0.6,2.95,7.25,0,5.33,1.68,0.65,2.12,0,2.44,0,1.51,0,1.4,0.21,0,0,0,0,0,0,0,0,4.7,318,0,0,0,0,0,0,0,0,2.51,1.76,0.51
IAB,grey,o,10,1,-,0.6,1.8,5.17,0,4.66,1.65,0.63,2.26,0,2.76,0,1.76,0,1.7,0.26,0,0,0,0,0,0,0,0,3.63,175,0,0,0,0,0,45.6,0,0,1.242,0.255,0.083
IAB,grey,o,10,1,-,0.6,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,224,33,25,13,28,57,0,8,342,27,56,5,0,0,141,0,0,11,8,0
IAB,grey,o,10,1,-,0.6,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,248,9,16,7,96,68,0,12,529,27,53,4,0,0,132,0,0,10,10,2
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,268,32,0,7,0,0,0,8,362,17,55,0,0,0,183,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,4.05,9.83,0,6.64,1.77,0.68,2.09,0.4,2.43,0,1.54,0,1.47,0.23,40.6,0,22,55.9,9,57,77,0,2,493,14,43,1,0,0.2,58,1.32,0.07,0,0.783,0.343
IAB,grey,o,10,1,-,0.6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,284,31,30,10,84,67,0,3,505,17,43,1,0,0,51,0,0,11,2,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,20,92,100,35,0,9,310,17,56,0,0,0,200,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,2.15,5.72,0,4.97,1.82,0.7,2.39,0,2.79,0,1.78,0,1.67,0.25,0,0,0,0,0,0,0,0,4.07,243,0,0,0,0,0.15,50.2,0,0,1.09,0.29,0.14
IAB,grey,o,10,1,-,0.6,5,11.2,0,8.1,2.07,0.77,0,0,0,0,0,0,1.55,0.24,0,0,47,0,17,0,0,0,8,340,17,48,0,0,0,157,1.3,0.12,0,0.7,0
IAB,grey,o,10,1,-,0.6,4.9,12.1,0,8.8,2.54,0.95,0,0.62,0,0,0,0,2.21,0.36,40,295,300,0,109,0,0,0,11,206,18,66,3.7,0,0.39,98,1.88,0.16,0,0.957,0.486
IAB,grey,o,10,1,-,0.6,7.85,9.7,0,0,3.031,1,0,0.46,0,0,0,0,2.356,0.29,44,269,134,30,31,121,71,0,7,211,0,102,4.04,0,0,100,1.1,0,0,0.9,0
IAB,grey,o,10,1,-,0.6,3.2,8.2,0,8.3,2.24,0.83,0,0.58,0,0,0,0,2.37,0.39,39,277,303,0,75,0,0,0,8,167,18,51,2.9,0,0,81,1.75,0.1,0,0.481,0.263
IAB,grey,o,10,1,-,0.6,4.8,11.7,0,8.6,2.3,0.87,0,0.59,0,0,0,0,1.99,0.33,30,215,360,0,139,0,0,0,10,200,18,72,3.5,0,0.49,117,2.38,0.17,0,0.879,0.461
IAB,grey,o,10,1,-,0.6,4.9,11.7,0,9.6,2.47,0.89,0,0.59,0,0,0,0,2.25,0.36,38,270,64,0,37,0,0,0,9,341,18,71,3,0,0.36,102,1.91,0.1,0,0.865,0.369
IAB,grey,o,10,1,-,0.6,5.9,14.1,0,10.6,3.14,1.11,0,0.74,0,0,0,0,2.95,0.45,33,248,29,20.6,22,0,99,0,14,212,19,81,3.8,0,0.6,133,2.43,0.18,0,1.052,0.534
IAB,grey,o,10,1,-,0.6,5.7,13.4,0,10,2.6,0.94,0,0.61,0,0,0,0,2.2,0.34,34,251,719,0,234,0,0,0,12,197,18,71,4.4,0,0.59,112,2.09,0.21,0,1.328,0.698
IAB,grey,o,10,1,-,0.6,5.1,12.1,0,8.6,2.68,0.95,0,0.68,0,0,0,0,2.47,0.39,31,227,116,25.6,45,0,98,0,12,214,18,67,3.5,0,0.54,128,2.13,0.13,0,0.936,0.557
IAB,grey,o,10,1,-,0.6,5.2,12.5,0,8.9,2.88,1.03,0,0.69,0,0,0,0,2.73,0.44,31,230,34,0,22,0,0,0,13,215,19,71,3,0,0.47,125,2.1,0.15,0,0.958,0.475
