Shift,Strength
3681.6033,479.32202
3683.0439,473.3085
3684.4846,479.51361
3685.9253,461.8356
3687.366,494.22571
3688.8069,485.20129
3690.2476,482.99307
3691.6882,483.04495
3693.1289,487.37704
3694.5696,470.66995
3696.0103,472.1087
3697.4512,464.09595
3698.8918,459.67603
3700.3325,487.27524
3701.7732,477.1918
3703.2139,466.74908
3704.6545,472.25208
3706.0952,478.90231
3707.5361,476.36115
3708.9768,480.31464
3710.4175,476.4061
3711.8582,472.91751
3713.2988,451.58746
3714.7395,468.95438
3716.1802,459.5509
3717.6211,477.12912
3719.0618,467.79483
3720.5024,451.59152
3721.9431,464.69049
3723.3838,461.39502
3724.8245,456.28802
3726.2651,465.9043
3727.7061,462.87485
3729.1467,451.81909
3730.5874,460.92139
3732.0281,454.4964
3733.4688,442.18561
3734.9094,467.66507
3736.3501,460.75
3737.791,465.54031
3739.2317,444.35999
3740.6724,469.53708
3742.113,460.23859
3743.5537,452.90076
3744.9944,470.93274
3746.4351,459.65561
3747.876,461.38187
3749.3167,458.6774
3750.7573,474.78284
3752.198,443.97333
3753.6387,462.00726
3755.0793,456.27841
3756.52,446.22409
3757.9609,452.27777
3759.4016,440.52789
3760.8423,442.44315
3762.283,448.49243
3763.7236,467.30856
3765.1643,441.68976
3766.605,458.23734
3768.0459,452.19934
3769.4866,465.61996
3770.9272,445.82471
3772.3679,452.29523
3773.8086,441.60754
3775.2493,453.76892
3776.6899,453.98611
3778.1309,441.15988
3779.5715,432.57486
3781.0122,434.03409
3782.4529,443.3443
3783.8936,442.0419
3785.3342,436.17825
3786.7751,437.73648
3788.2158,437.37503
3789.6565,442.02774
3791.0972,442.28729
3792.5378,447.66278
3793.9785,441.38184
3795.4192,439.17755
3796.8601,448.25439
3798.3008,438.91364
3799.7415,453.14862
3801.1821,449.89957
3802.6228,454.71671
3804.0635,435.72937
3805.5042,444.52374
3806.9451,420.78516
3808.3857,437.89081
3809.8264,447.78967
3811.2671,441.9429
3812.7078,443.47641
3814.1484,448.62717
3815.5891,442.19589
3817.03,440.25168
3818.4707,430.54871
3819.9114,440.19974
3821.3521,433.13895
3822.7927,433.14819
3824.2334,448.87344
3825.6741,433.60815
3827.115,417.28015
3828.5557,426.76996
3829.9963,436.92474
3831.437,436.20825
3832.8777,438.61502
3834.3184,431.91522
3835.759,435.8562
3837.2,441.29166
3838.6406,437.27011
3840.0813,431.57617
3841.522,439.63205
3842.9626,439.60007
3844.4033,435.25677
3845.844,426.25452
3847.2849,406.44131
3848.7256,436.1868
3850.1663,431.1875
3851.6069,437.1814
3853.0476,419.95258
3854.4883,422.35474
3855.929,425.686
3857.3699,425.77316
3858.8105,442.49496
3860.2512,419.39478
3861.6919,426.22192
3863.1326,428.21664
3864.5732,431.49246
3866.0139,430.31116
3867.4548,431.39026
3868.8955,435.2023
3870.3362,423.96133
3871.7769,430.69431
3873.2175,421.5838
3874.6582,418.10358
3876.0991,435.34775
3877.5398,405.78348
3878.9805,410.08359
3880.4211,426.79498
3881.8618,414.51254
3883.3025,412.97165
3884.7432,407.42053
3886.1841,412.44797
3887.6248,425.91422
3889.0654,427.78439
3890.5061,422.13718
3891.9468,433.58798
3893.3875,413.88504
3894.8281,429.00186
3896.269,407.47623
3897.7097,423.10544
3899.1504,409.09991
3900.5911,410.95288
3902.0317,410.00629
3903.4724,403.57843
3904.9131,415.07217
3906.354,411.15158
3907.7947,398.20541
3909.2354,411.26227
3910.676,407.24472
3912.1167,423.10083
3913.5574,418.0582
3914.998,413.60483
3916.439,399.80429
3917.8796,401.87881
3919.3203,400.45895
3920.761,404.13419
3922.2017,403.10175
3923.6423,405.52731
3925.083,398.06528
3926.5239,410.07028
3927.9646,399.09341
3929.4053,395.14398
3930.8459,409.32083
3932.2866,393.99478
3933.7273,399.72626
3935.168,393.25879
3936.6089,401.858
3938.0496,412.55792
3939.4902,402.25439
3940.9309,400.11603
3942.3716,409.51587
3943.8123,406.45615
3945.2529,400.4379
3946.6938,407.43781
3948.1345,405.94669
3949.5752,406.61075
3951.0159,399.78906
3952.4565,402.01379
3953.8972,399.77103
3955.3379,403.91638
3956.7788,400.55719
3958.2195,398.67194
3959.6602,392.17987
3961.1008,395.7233
3962.5415,395.03079
3963.9822,395.14832
3965.4231,399.95599
3966.8638,393.16934
3968.3044,381.54272
3969.7451,383.33087
3971.1858,396.63135
3972.6265,397.59619
3974.0671,399.04059
3975.5081,395.55783
3976.9487,404.68823
3978.3894,402.50531
3979.8301,373.83664
3981.2708,402.80325
3982.7114,388.61264
3984.1521,398.88303
3985.593,388.97879
3987.0337,387.25
3988.4744,402.19861
3989.915,404.82104
3991.3557,399.32166
3992.7964,397.44339
3994.2371,395.31598
3995.678,399.81622
3997.1187,385.74808
3998.5593,382.52505
4000,397.52872
