	,Real	,10.2884621306	,6.10325355538	,4.74039855483	,7.27043217696	,10.2884621306	,4.81044016699	,54.3611689221	,0.000495175171184	,6.10422910855	,10.2884621306	,4.78438815002	,7.07591994626	,4.72397728409	,53.1084963516	,10.2884621306	,0.00227031589255	,6.02508244558	,4.66260757011	,7.08878287411	,10.2884621306	,
146  Nd  [ He ] 	,Tested	,40.8608225437	,27.0987766555	,22.9290156185	,28.3915862152	,40.6628449429	,18.6144271876	,208.309182781	,0.00124591539654	,26.6745083165	,40.3535621411	,22.8155777058	,26.9858004856	,17.391895191	,197.196432343	,38.284509419	,0.00872122092586	,25.0827314331	,20.5892334004	,26.8442814053	,37.9018371928	,
	,Real	,40.8608225437	,27.2540224957	,23.0983253174	,28.5783568999	,40.8608225437	,18.6772462235	,208.910977357	,0.00125091681424	,26.8659654313	,40.8608225437	,23.2782580887	,27.7961917426	,18.114831255	,207.90036632	,40.8608225437	,0.00940967094916	,27.2912708103	,22.4915303087	,29.2546464871	,40.8608225437	,
147  Sm  [ He ] 	,Tested	,5.90403789219	,6.20344326031	,5.69779534078	,5.10566851596	,5.91769735482	,3.80639692165	,24.9220870992	,0.0	,6.17143431848	,5.77753875035	,5.65497180315	,4.93502030714	,3.51946913811	,23.5989307842	,5.58583604143	,0.000962113894324	,5.77379041843	,5.22257374544	,4.98788058578	,5.47054258209	,
	,Real	,5.90403789219	,6.18354597011	,5.67197377217	,5.08456506986	,5.90403789219	,3.80907623427	,25.0425695724	,0.0	,6.26736840168	,5.90403789219	,5.81739574965	,5.11152792581	,3.67060826854	,24.7804783286	,5.90403789219	,0.00102294302723	,6.17150210467	,5.60682522393	,5.37251903676	,5.90403789219	,
151  Eu  [ He ] 	,Tested	,0.795817417824	,1.77306424854	,1.81173263427	,1.34592427392	,0.800248431849	,0.586911629107	,2.0773716971	,0.000131856343418	,1.74085153364	,0.797346820857	,1.80521799845	,1.29809248454	,0.528058748006	,1.98575576383	,0.771185739018	,0.000527484714959	,1.62748300803	,1.63199667641	,1.39683247733	,0.747103026473	,
	,Real	,0.795817417824	,1.77264370245	,1.80863351634	,1.34096442523	,0.795817417824	,0.582881285929	,2.0620357356	,0.00013095561499	,1.73208297418	,0.795817417824	,1.80987295142	,1.30891283228	,0.536134697378	,2.03192731319	,0.795817417824	,0.000548929592842	,1.70754425873	,1.72448820453	,1.48390986826	,0.795817417824	,
153  Eu  [ He ] 	,Tested	,0.820287974309	,1.808355856	,1.82338624092	,1.390354033	,0.819943825558	,0.608819578223	,2.10776997509	,0.0	,1.79151016364	,0.815156407719	,1.8115550136	,1.33499047836	,0.549960964747	,2.0338829328	,0.785267161249	,0.000633183974567	,1.67673307109	,1.66745774374	,1.47646194871	,0.770420074453	,
	,Real	,0.820287974309	,1.81280790993	,1.82832241664	,1.39274987596	,0.820287974309	,0.608475212024	,2.10614513899	,0.0	,1.79594510911	,0.820287974309	,1.83269392371	,1.3595810745	,0.564485647653	,2.10566767894	,0.820287974309	,0.000666955789586	,1.77897762557	,1.77793070224	,1.57679479366	,0.820287974309	,
157  Gd  [ He ] 	,Tested	,4.06437074956	,6.40453731914	,5.86381815508	,4.50089000373	,4.00174076409	,3.69267999035	,13.4679176787	,0.000134386910584	,6.51849247546	,3.94635835785	,5.85706482751	,4.24274098235	,3.43312374339	,12.8974683354	,3.86471570903	,0.0013443529471	,6.07250239502	,5.51710650155	,4.75040819627	,3.79429212947	,
	,Real	,4.06437074956	,6.43776327104	,5.91887246841	,4.55845696973	,4.06437074956	,3.76011350738	,13.7493033948	,0.000137558535279	,6.69184985393	,4.06437074956	,6.05387485403	,4.40245290658	,3.57748288736	,13.5004417429	,4.06437074956	,0.00142026434372	,6.44388249525	,5.87776725367	,5.07742386799	,4.06437074956	,
159  Tb  [ He ] 	,Tested	,0.488606787388	,0.977933569581	,0.874409616448	,0.596387976079	,0.480561155397	,0.562890674924	,1.30493692453	,7.43165632692e-05	,0.973623855732	,0.48140978678	,0.860117584066	,0.544142229374	,0.543632010167	,1.26705703855	,0.46442099366	,0.000619460774301	,0.923146411758	,0.821564599414	,0.601651629256	,0.463632029581	,
	,Real	,0.488606787388	,0.98890004458	,0.888944048652	,0.607033800651	,0.488606787388	,0.571193539189	,1.32174063193	,7.52060327333e-05	,0.985834478845	,0.488606787388	,0.876767057568	,0.558087071266	,0.561870812977	,1.3210584072	,0.488606787388	,0.000656954306296	,0.984877579335	,0.878401405933	,0.641061414151	,0.488606787388	,
163  Dy  [ He ] 	,Tested	,2.57151066943	,6.01379589779	,5.04433207274	,3.3290522992	,2.57936999896	,3.50686029368	,5.60188655859	,0.000524944396365	,6.04844629091	,2.54855732214	,5.00077848111	,3.11269549523	,3.50649905555	,5.40116677121	,2.44470470414	,0.000944994412899	,5.69452312099	,4.82645513018	,3.32659823245	,2.4382176955	,
	,Real	,2.57151066943	,6.01633797851	,5.04162576167	,3.32257284417	,2.57151066943	,3.49511357099	,5.58799143414	,0.000524823477552	,6.07025186188	,2.57151066943	,5.08044343534	,3.18757941721	,3.62265947486	,5.63138273671	,2.57151066943	,0.00100140101026	,6.06637446714	,5.15103454911	,3.54003077116	,2.57151066943	,
165  Ho  [ He ] 	,Tested	,0.478568671645	,1.22290324967	,0.914103860901	,0.61403953037	,0.475101771682	,0.737842189713	,0.917473626992	,0.0	,1.19448441249	,0.467941814831	,0.908392104851	,0.590625101659	,0.734005136366	,0.878376798769	,0.454524999675	,0.000324877108184	,1.13980668307	,0.891653738185	,0.586093254397	,0.453464555999	,
	,Real	,0.478568671645	,1.2262023933	,0.918230203411	,0.617668449784	,0.478568671645	,0.744483576888	,0.927846538605	,0.0	,1.21609674659	,0.478568671645	,0.933918761043	,0.610733144973	,0.763650298877	,0.919491887196	,0.478568671645	,0.000343705235046	,1.20996304257	,0.947693818189	,0.621878471636	,0.478568671645	,
166  Er  [ He ] 	,Tested	,1.2557263826	,3.3008213647	,2.25087516106	,1.62647051466	,1.2586611954	,2.13124348083	,2.21639999741	,0.000408885482104	,3.27085561365	,1.24497791358	,2.2508996833	,1.56933935939	,2.08090864689	,2.17696063456	,1.18115491919	,0.00102230569989	,3.06221865756	,2.21154644162	,1.47664207141	,1.19528596956	,
	,Real	,1.2557263826	,3.3089524792	,2.25512793894	,1.6262065793	,1.2557263826	,2.12332098413	,2.20824391161	,0.000408158481248	,3.27840926759	,1.2557263826	,2.28952182542	,1.6124360004	,2.16235186682	,2.28884157776	,1.2557263826	,0.00109647386805	,3.30172088677	,2.38369243302	,1.57890196032	,1.2557263826	,
169  Tm  [ He ] 	,Tested	,0.179638518839	,0.4913544443	,0.311276918086	,0.235458879042	,0.182931023926	,0.348070815395	,0.266475945187	,0.0	,0.486084334799	,0.183443077501	,0.305537498895	,0.225787792373	,0.341081274282	,0.265184008593	,0.168367532144	,0.000491313384961	,0.460581316116	,0.300349784639	,0.205450620552	,0.16771775326	,
	,Real	,0.179638518839	,0.492438171941	,0.31060614262	,0.233143352042	,0.179638518839	,0.339407531876	,0.258641679399	,0.0	,0.472608289865	,0.179638518839	,0.302648065849	,0.227073354742	,0.349360947325	,0.277178872968	,0.179638518839	,0.00053369532131	,0.506938833001	,0.332081533671	,0.225377740243	,0.179638518839	,
172  Yb  [ He ] 	,Tested	,1.16815730898	,3.16362280248	,1.87478939732	,1.54440087378	,1.15424277529	,2.42654144564	,1.61009214627	,0.0	,3.18656641913	,1.13873008587	,1.88397448424	,1.54864447232	,2.37346740956	,1.55443181911	,1.10474052593	,0.000984604984872	,2.95011083387	,1.81586422452	,1.271605748	,1.07383723703	,
	,Real	,1.16815730898	,3.17810531436	,1.88946913355	,1.56011113836	,1.16815730898	,2.46022852967	,1.63586110172	,0.0	,3.25611413889	,1.16815730898	,1.94182866756	,1.60493730437	,2.47497960068	,1.63191065757	,1.16815730898	,0.00104852997879	,3.16349777042	,1.95929780893	,1.37891571652	,1.16815730898	,
175  Lu  [ He ] 	,Tested	,0.166370408773	,0.461682709554	,0.263118773458	,0.225433415003	,0.168795892863	,0.360613377745	,0.225244773392	,0.0	,0.458816106763	,0.16454140791	,0.251676871358	,0.233614567777	,0.356964665391	,0.22371647642	,0.163950605475	,0.000317624192586	,0.437920158029	,0.24552235261	,0.190962098171	,0.158106105962	,
	,Real	,0.166370408773	,0.456055511312	,0.258549561314	,0.221497039547	,0.166370408773	,0.357189563947	,0.224408839408	,0.0	,0.462065756813	,0.166370408773	,0.255163730599	,0.237178174143	,0.362515897612	,0.227109688255	,0.166370408773	,0.000322453585378	,0.445637402967	,0.251258931614	,0.197494428566	,0.166370408773	,
178  Hf  [ He ] 	,Tested	,4.2359928357	,4.77055033924	,4.31687034745	,5.00669882498	,4.19764171237	,5.91255893252	,14.3610277111	,0.000647607589669	,4.76553850469	,4.12010862324	,4.24163606295	,5.14402075444	,5.92766737473	,14.6421073683	,4.03782266549	,0.00305288827879	,4.40807174724	,3.99323331219	,4.16634263141	,3.88525975403	,
	,Real	,4.2359928357	,4.77495476042	,4.32974684686	,5.03589671551	,4.2359928357	,5.98776196455	,14.598626105	,0.000660799700385	,4.88117146095	,4.2359928357	,4.37736843386	,5.32860205691	,6.16428998053	,15.2899617164	,4.2359928357	,0.00321923801001	,4.67689349944	,4.26793284838	,4.49302720251	,4.2359928357	,
181  Ta  [ He ] 	,Tested	,0.664011680648	,0.800369739506	,1.15703012574	,0.820869806238	,0.454406032844	,0.932645956749	,0.8610470473	,0.000991403561911	,0.754278163029	,0.448022966904	,1.13733287065	,0.834061852707	,0.904628721055	,0.827783309238	,0.431005133299	,0.000614658075449	,0.701660413779	,1.05047130661	,0.710849063816	,0.425725647046	,
	,Real	,0.664011680648	,0.922494124707	,1.49231714769	,1.14468399632	,0.664011680648	,1.39495616602	,1.29709989092	,0.00148944800284	,1.12539798956	,0.664011680648	,1.67997169333	,1.23432264655	,1.34941442318	,1.25196426462	,0.664011680648	,0.000965888326912	,1.12235607179	,1.69635263539	,1.14121485902	,0.664011680648	,
182  W  [ He ] 	,Tested	,0.418130087716	,0.53709257963	,0.227320112634	,0.540365109804	,0.31929220212	,1.31522320461	,0.333270581131	,0.00662403373722	,0.429053708494	,0.311587283297	,0.232452684705	,0.458621564963	,1.24314146104	,0.306297460157	,0.292505374592	,0.00715929824351	,0.407063107805	,0.180959063513	,0.503473400875	,0.281185824793	,
	,Real	,0.418130087716	,0.596115538288	,0.273192237427	,0.685286288336	,0.418130087716	,1.75141127658	,0.446828896501	,0.00889122743725	,0.575520844697	,0.418130087716	,0.313060445828	,0.622593521222	,1.70948319439	,0.42866034291	,0.418130087716	,0.0104614027441	,0.607004643762	,0.273523508338	,0.761915335271	,0.418130087716	,
185  Re  [ He ] 	,Tested	,0.00347070244615	,0.0142526262163	,0.00214863432117	,0.00119167382558	,0.00173532519606	,0.00160295198472	,0.00137977906037	,0.0	,0.0105483284028	,0.00225591754947	,0.0016979046001	,0.00125629483368	,0.000571244336369	,0.000686348945187	,0.00248734976658	,0.000173548135815	,0.0144341001339	,0.00162203268431	,0.000926994486339	,0.00289238217353	,
	,Real	,0.00347070244615	,0.0187130385782	,0.00352451740598	,0.00225269332304	,0.00347070244615	,0.00317504836894	,0.00259557276728	,0.0	,0.0172643627091	,0.00347070244615	,0.00248894226652	,0.00178291780864	,0.000796776198249	,0.000953210464674	,0.00347070244615	,0.000243848239566	,0.0202867782094	,0.00223871187999	,0.00121774545339	,0.00347070244615	,
189  Os  [ He ] 	,Tested	,1.50252666457	,3.1109755751	,3.10067977257	,1.54775780398	,0.751263332284	,7.4348906512	,1.49332509887	,0.0	,1.47304223224	,0.751263332284	,1.47008204436	,1.4832558413	,8.90592507613	,2.97154523558	,1.50252666457	,0.0	,3.02355436367	,6.02045466596	,4.51526593822	,3.00572953376	,
	,Real	,1.50252666457	,3.78271858846	,4.56118692574	,2.69950191544	,1.50252666457	,16.3628887009	,3.44962606091	,0.0	,3.22237217648	,1.50252666457	,2.61339310458	,2.30614399724	,11.9919980304	,3.45045581684	,1.50252666457	,0.0	,2.26827580069	,3.93054608863	,2.57382679406	,1.50252666457	,
193  Ir  [ He ] 	,Tested	,0.0114754485032	,0.00877284920188	,0.00626625458769	,0.00589200658661	,0.00557865677278	,0.00733788455172	,0.0177567256231	,0.0	,0.00567685399347	,0.00561405099457	,0.00531995476128	,0.00606461452636	,0.00585804704249	,0.0204608533196	,0.00533156443626	,7.06295826241e-05	,0.00738922953637	,0.0053040954486	,0.008417501242	,0.00543746115191	,
	,Real	,0.0114754485032	,0.011224046209	,0.00993452387446	,0.010969056182	,0.0114754485032	,0.0158267347583	,0.0386349312905	,0.0	,0.0118770239683	,0.0114754485032	,0.0107101645632	,0.0121730143094	,0.0118856224008	,0.0425286127149	,0.0114754485032	,0.000157971242823	,0.0170867103967	,0.0124231199549	,0.0192228110952	,0.0114754485032	,
195  Pt  [ He ] 	,Tested	,0.0155755798887	,0.0170146673681	,0.0203108133994	,0.0167333007771	,0.0128041669265	,0.0200477994483	,0.0442559845979	,0.0	,0.0140519058544	,0.0161489341635	,0.0186982233398	,0.0186770030391	,0.0207610670203	,0.0519701250067	,0.0153846910929	,0.000860117398197	,0.0163443028532	,0.0172256784945	,0.0185693186109	,0.0142378965573	,
	,Real	,0.0155755798887	,0.0194830313266	,0.0250133596565	,0.0208968170793	,0.0155755798887	,0.0232584539153	,0.0485593632143	,0.0	,0.0139954068679	,0.0155755798887	,0.0177105067897	,0.0176315969775	,0.019815240525	,0.0508122794694	,0.0155755798887	,0.000906239125285	,0.017914343936	,0.0194182564199	,0.0210155231428	,0.0155755798887	,
197  Au  [ He ] 	,Tested	,1.14470633989	,0.357351997377	,0.249642800804	,0.185819489182	,0.122225936486	,0.122381227973	,0.137478515574	,0.0346282329647	,0.0826492984854	,0.080256920857	,0.0705922146311	,0.0544649427376	,0.0563931836969	,0.0755423970403	,0.0631807937342	,0.0149506269672	,0.0421192038575	,0.0455957875632	,0.040966930012	,0.057393191081	,
	,Real	,1.14470633989	,0.564086800599	,0.668691909402	,0.906113296477	,1.14470633989	,2.16758130059	,3.59491441745	,0.849920170118	,1.53056885875	,1.14470633989	,0.847581487531	,0.609020867723	,0.650884630024	,1.01147837353	,1.14470633989	,0.458021683719	,3.54380065003	,40.5248246707	,4.09032302456	,1.14470633989	,
201  Hg  [ He ] 	,Tested	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,
	,Real	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,nan	,
205  Tl  [ He ] 	,Tested	,0.351462142292	,0.244118695134	,0.0254009108235	,0.243106123665	,0.34112289087	,0.801985954567	,1.16129243703	,0.00147301289031	,0.232079544146	,0.337969426698	,0.0197298607422	,0.233694584382	,0.783585364068	,1.13147413229	,0.318009593895	,0.00140764711482	,0.226579749565	,0.0185563167207	,0.252426737739	,0.322599514434	,
	,Real	,0.351462142292	,0.248307173238	,0.0260719901824	,0.250387511451	,0.351462142292	,0.825701727821	,1.19522519673	,0.00151773192023	,0.239920012179	,0.351462142292	,0.0206964534674	,0.24787788291	,0.842079206414	,1.23324731528	,0.351462142292	,0.00157362058664	,0.255125156801	,0.0208951224943	,0.281401842615	,0.351462142292	,
206  Pb  [ He ] 	,Tested	,9.67474276963	,9.17304157559	,1.39119070663	,11.6693095257	,9.49665721303	,18.2238878439	,31.2911100929	,0.00729510240371	,9.09849039423	,9.45077637372	,1.35103047078	,11.6012187625	,18.1214485921	,30.2802466673	,9.10853844659	,0.00375183393579	,9.29232158744	,1.61707865577	,12.3003336168	,9.30407804444	,
	,Real	,9.67474276963	,9.27529161922	,1.41471408305	,11.8894198295	,9.67474276963	,18.5511438189	,31.8369939412	,0.00742600319361	,9.27996131228	,9.67474276963	,1.39059136665	,12.0238494833	,18.9333160708	,31.9065189235	,9.67474276963	,0.00400916630302	,9.95757890332	,1.72885399455	,13.0276171753	,9.67474276963	,
207  Pb  [ He ] 	,Tested	,9.7766898515	,9.12199017684	,1.38243130007	,11.7394606071	,9.80643272277	,17.8141356387	,33.0519871234	,0.00926990733418	,9.13727953465	,9.72880567392	,1.31280121152	,11.5000622137	,17.9140220759	,31.9772076903	,9.23805224624	,0.00259569862219	,9.24303825444	,1.64043680368	,11.6975144299	,9.48141228309	,
	,Real	,9.7766898515	,9.15027248837	,1.38582474152	,11.7379977051	,9.7766898515	,17.7213124266	,32.8558732056	,0.00922666401518	,9.12750080676	,9.7766898515	,1.33020116818	,11.7698131527	,18.541708636	,33.4826785848	,9.7766898515	,0.00276886938885	,9.89552646516	,1.75108195954	,12.3398953044	,9.7766898515	,
208  Pb  [ He ] 	,Tested	,11.0581096348	,8.68209749496	,1.3228014947	,11.1840870316	,10.9674826652	,16.9809158836	,44.0229597726	,0.00902773688352	,8.69409896971	,10.8493680199	,1.25069334501	,10.939510704	,17.220734738	,42.702774736	,10.4076391296	,0.00586083068692	,8.79056573336	,1.53505837852	,10.7220453998	,10.576770047	,
	,Real	,11.0581096348	,8.73273904545	,1.33375231259	,11.2809630948	,11.0581096348	,17.1171524298	,44.4024378045	,0.00912251760118	,8.81591071054	,11.0581096348	,1.28343602877	,11.316752303	,17.975063086	,44.9853982723	,11.0581096348	,0.00626782209393	,9.43275078416	,1.64474484006	,11.3954556205	,11.0581096348	,
209  Bi  [ He ] 	,Tested	,257.377419947	,306.061578704	,73.088048999	,242.534112931	,257.57987959	,1522.29209588	,152.606243655	,0.818681213568	,307.50705661	,258.602862663	,73.7110327498	,256.677161841	,1446.69308581	,153.858684101	,247.342864208	,0.819049656958	,278.093878402	,73.8103852898	,245.693566914	,255.530965896	,
	,Real	,257.377419947	,307.966523572	,73.5761695822	,243.411970375	,257.377419947	,1514.59793846	,151.350372278	,0.810926588991	,304.929348051	,257.377419947	,73.8180674319	,259.189680665	,1475.29476278	,158.546637534	,257.377419947	,0.858377710041	,292.25933102	,77.2579217711	,253.749791671	,257.377419947	,
232  Th  [ He ] 	,Tested	,19.8633509892	,5.39094953561	,1.08651014597	,5.57400084304	,20.0153774718	,13.365188879	,105.285430314	,0.00226696524262	,5.38472982487	,19.849877623	,1.06678814863	,5.45879647808	,13.4242462187	,102.962438328	,18.9714737562	,0.00342696790349	,5.08111086475	,1.08042084241	,4.83566721142	,18.9697068052	,
	,Real	,19.8633509892	,5.38993813554	,1.08401833977	,5.54559708818	,19.8633509892	,13.2425712978	,104.296464613	,0.00224897526108	,5.36004785564	,19.8633509892	,1.075117306	,5.54861379941	,13.7773958179	,106.747609635	,19.8633509892	,0.00361770545603	,5.39465559118	,1.14892976093	,5.12135426712	,19.8633509892	,
238  U  [ He ] 	,Tested	,1.36077623994	,1.55196040804	,0.387437583837	,1.72798542345	,1.35990518205	,5.24272023979	,2.28482803261	,7.73556779193e-05	,1.55288538327	,1.34273881292	,0.375370060797	,1.77805150895	,5.30178061761	,2.3139314342	,1.29765003802	,0.000722148790417	,1.46982443182	,0.371472618706	,1.43572807116	,1.24966157404	,
	,Real	,1.36077623994	,1.55232214533	,0.387515756734	,1.72841453623	,1.36077623994	,5.25095403061	,2.29221362375	,7.77951996388e-05	,1.56698894359	,1.36077623994	,0.382420900909	,1.82254669256	,5.47228396568	,2.40666700481	,1.36077623994	,0.00076357001622	,1.56721290124	,0.399249388747	,1.55421338374	,1.36077623994	,
